,name
596,错缝（Hsongd hsad沙松）
597,骨撕裂
598,巴骨癀
599,扭伤
600,手腕扭伤Ghab ghongd bil wes mongb嘎分别乌蒙
601,颈部扭伤 Mongb ghab ghongd · jangd dlangb 蒙嘎宫·浆桑
602,手道拐（肘关节）扭伤Ghus lius hxenb hsongd hsad嘎别沙松康
603,肩膀（肩关节）扭伤Guf jil dib yens告尖抵茵
604,腰扭伤Ghab diub liux mongb嘎丢溜象
605,膝关节扭伤Hfud mes liux mongb虎没溜象
606,螺丝拐（踝关节）扭伤Git gheib lob wes mongb抵尖洛乌蒙
607,骨质损伤性疼痛
608,软组织损伤
609,跌打损伤
610,劳伤
611,冷病血虚劳伤
612,热病胃肠虚弱劳伤
613,热经肺虚劳伤
614,冷经肾虚劳伤
615,痿证
616,冷经痿证
617,骨痛
618,热经骨痛
619,冷经骨痛
620,小腿臆疮
621,热经臁疮
622,冷经臁疮
623,骨质增生
624,冷经骨质增生
625,热经骨质增生
626,冷病骨关节炎
627,四肢麻木
628,热经血热瘀阻麻木
629,风湿麻木
630,冷病血虚麻木
631,冷经血虚麻木
632,妇人花癫
633,妇人热病经来花癫
634,妇入热经心神不定花癫
635,妇入热经肝火旺盛花癫
636,热病痰迷心神
637,失眠
638,热经失眠
639,忧郁
640,心悸
641,虚弱症
642,脾胃虚弱
643,虚弱消瘦
644,虚劳
645,血亏虚劳
646,头痛
647,胁痛
648,热经胁痛
649,痛肾
650,冷病气虚痛肾
651,痛鼻
652,冷病气虚痛鼻
653,热经痛鼻
654,疽症
655,热病疽症
656,冷经气血两虚疽症
657,痛蛾子
658,热经痛蛾子（Nad mongb ghab ghongd ngal拉蒙嘎宫昂）
659,冷经痛蛾子（Mik mongb ghab ghongd ngol纳蒙嘎宫昂）
660,声音嘶哑
661,热经气郁声音嘶哑
662,热经痰湿粑喉嘶哑
663,热经风毒犯肺嘶哑
664,冷经伤水伤神嘶哑
665,冷经伤气嘶哑
666,眼胞肿痛
667,咽痛
668,热经咽炎（los lik ghongd洛宁宫）
669,冷经咽炎（mik mongb lik ghongd迷蒙宁宫）
670,腰腿疼痛
671,冷病肾虚腰腿疼痛
672,冷病水湿腰腿疼痛
673,热病气血阻滞腰腿疼痛
674,热病湿热腰腿痛
675,喉痛
676,热经喉痛
677,冷经喉痛
678,疔疮
679,腰痛
680,冷经腰痛
681,热经腰痛
682,肺痛
683,肺痛初起 Hfud nais pub · khangd mongb khongb bit 封勒普·康蒙康别
684,肺痛、肺肿Hfud nais pub · pob dax封勒普·抛娜
685,肺病成脓Hfud nais pub · lax ngix封勒普·拉姬
686,子宫肌瘤
687,妇人蛤蟆胎
688,傣秋珍格搜 Daix qub zend gheid dlub（蛤蟆胎）
689,封勒普·吉仰茵 Hfud nais pub · gid niangs yens （转为肺癌）
690,肺癌
691,内伤发烧
692,热病内伤水液发烧
693,热病内伤经脉发烧
694,内损咳嗽症
695,冷病内损咳嗽
696,喘病
697,血虚咳喘
698,毒气伤害
699,内损
700,癌症辅助治疗
701,背花
702,甲状腺肿大
703,蛔虫病
704,肠蛔虫
705,蛔虫钻胆（胆道蛔虫）
706,蛻虫病
707,疥疮
708,烂脚丫
709,粪毒
710,毒蛇咬伤
711,肛门裂
712,痔疮
713,内痔（老鼠偷粪）
714,外痔（老鼠钻洞）
715,痔漏
716,泌尿系结石
717,胆结石
718,结石
719,阑尾炎
720,脱发
721,口腔炎
722,热经水毒口疮病
723,热经湿热口疮病
724,复发性口疮
725,冷病赖洛连江岗（冷病复发性口腔炎）
726,热病赖洛连江岗（热病复发性口腔炎）
727,舌开裂
728,牙痛
729,眼边溃烂
730,黄水疮
731,湿热黄水疮
732,冷病气虚血虚黄水疮
733,粉刺
734,牛皮癣
735,眼生挑针
736,眼生白膜
737,脓疱疮
738,中耳炎
739,发痧
740,无名肿毒
741,白眼珠肿痛
742,风毒白眼珠肿痛
743,热毒白眼珠肿痛
744,失枕
