from_name,to_name,name
热经水朦病,肚大,behave
热经水朦病,青筋显露,behave
热经水朦病,下肢水肿,behave
冷经水朦病,肚大,behave
冷经水朦病,不能平卧,behave
冷经气虚痛肾,全身浮肿,behave
冷经气虚痛肾,肚大腹水,behave
冷经气虚痛肾,腹水,behave
冷经气虚痛肾,气短无力,behave
热经风热痛肾,腰痛,behave
热经风热痛肾,眼皮水肿,behave
热经风热痛肾,发烧,behave
热经风热痛肾,怕风,behave
热经湿热痛肾,腰痛,behave
热经湿热痛肾,全身水肿,behave
热经湿热痛肾,肢皮肤发亮,behave
热经湿热痛肾,腹胀,behave
热经尿路瘪痛,小便疼痛,behave
热经尿路瘪痛,尿急,behave
热经尿路瘪痛,小便次数多,behave
冷经尿路疼痛,小便次数多,behave
冷经尿路疼痛,尿急,behave
冷经尿路疼痛,腰酸,behave
冷经尿路疼痛,腹胀,behave
热经尿血,尿中有血,behave
热经尿血,小便时热辣刺痛,behave
冷经尿血,尿中带血,behave
冷经尿血,小便次数多,behave
遗尿,梦中尿液自行排出,behave
热经小便困难,排尿困难,behave
热经小便困难,尿少,behave
冷经小便国碓,无力排尿,behave
尿甜症,吃的多,behave
尿甜症,饿得快,behave
冷病水湿瘟疾,全身肌肉发紧,behave
冷病水湿瘟疾,酸痛,behave
冷病水湿瘟疾,怕冷,behave
冷病水湿瘟疾,无汗,behave
冷病水湿瘟疾,大便清稀,behave
热病水湿瘟蒙,身热,behave
热病水湿瘟蒙,食后发烧,behave
热病水湿瘟蒙,尿少,behave
热经水肿,两下肢水肿,behave
冷病气血两虚水肿, 腰腹酸重,behave
冷病气血两虚水肿,水肿,behave
冷病气血两虚水肿,腹胀,behave
热病血虚心慌,心慌,behave
热病血虚心慌,头昏,behave
热病血虚心慌,面色苍白,behave
热病血虚心慌,呼吸急促,behave
冷病气血两虚心慌,心慌,behave
冷病气血两虚心慌,胸闷,behave
冷病气血两虚心慌,气短,behave
冷经头痛,头晕胀痛,behave
冷经头痛,夜寐不宁,behave
热经头痛,头挚痛,behave
热经头痛,头灼痛,behave
热经头痛,头胀痛,behave
偏头痛,一侧头痛,behave
偏头痛,头晕,behave
偏头痛,耳鸣,behave
偏头痛,颜面抽筋,behave
前额头痛,前额头痛,behave
热经头昏目眩庭,头昏,behave
热经头昏目眩庭,恶心,behave
热经头昏目眩庭,呕吐,behave
热经头昏目眩庭,不思睡眠,behave
冷经血虚目眩症,头昏,behave
冷经血虚目眩症,目眩,behave
冷经血虚目眩症,看物转动,behave
冷经气虚头备目眩建,头昏,behave
冷经气虚头备目眩建,目眩,behave
冷经气虚头备目眩建,恶心,behave
冷经气虚头备目眩建,想吐,behave
冷经气虚头备目眩建,少气懒言,behave
冷经華庭,头晕,behave
冷经華庭,不能站立,behave
热经晕症,头晕不能站立,behave
热经晕症,不能站立,behave
热銓胁痛,胁肋疼痛,behave
热銓胁痛,走窜不定,behave
冷经胁痛,肋胁隐痛,behave
冷病血虚健忘,健忘,behave
冷病血虚健忘,失眠,behave
冷病血虚健忘,心慌,behave
冷病血虚健忘,神倦,behave
热病心血受损健忘,善忘,behave
热病心血受损健忘,头晕,behave
热病心血受损健忘,胸闷,behave
热经忧郁,精神不振,behave
热经忧郁,时时叹息,behave
热经忧郁,暧气,behave
冷经忧郁,神志恍惚,behave
冷经忧郁,悲忧啼哭,behave
多睡病,久睡不醒,behave
多睡病,醒后又睡,behave
热经失瞩,失眠多梦,behave
热经失瞩,通夜不能入睡,behave
冷经失眠,夜不易入睡,behave
冷经失眠,肢冷,behave
冷经失眠,心烦,behave
抖症,发抖不能自制,behave
抖症,语言不清,behave
抖症,拿物不稳,behave
热经中邪,高烧,behave
热经中邪,大汗,behave
热经中邪,昏睡,behave
热经中邪,四肢抽搐,behave
冷病中邪,神志恍惚,behave
冷病中邪,缩手缩脚,behave
妇人热病经来花癲,胡言乱语,behave
妇人热病经来花癲,哭笑无常,behave
妇人热病心神不定花癫,心神不定,behave
妇人热经肝火旺盛龙癫,发惊,behave
妇人热经肝火旺盛龙癫,发怒,behave
妇人热经肝火旺盛龙癫,大声大叫,behave
妇人热病疫迷心窍花癲,不知羞耻,behave
妇人热病疫迷心窍花癲,不知冷热,behave
便血,先大便后来血,behave
便血,大便成黑色,behave
热经水湿热毒便血,下血鲜红,behave
热经水湿热毒便血,肛门灼热,behave
热经便血,便血,behave
热经便血,量多,behave
冷经便血,便血,behave
冷经便血,量多,behave
冷经便血,血色淡,behave
牙出血,齿龈出血,behave
牙出血,血色鲜红,behave
虚火牙出血,牙齿出血,behave
虚火牙出血,肿痛,behave
肺热出鼻血,鼻出血,behave
肺热出鼻血,鼻腔干燥,behave
胃热鼻出血,鼻出血,behave
胃热鼻出血,鼻腔干燥,behave
肝火旺、鼻出血,鼻出血,behave
肝火旺、鼻出血,量多,behave
肝火旺、鼻出血,色鲜红,behave
热毒咳血,咳嗽,behave
热毒咳血,痰中夹血,behave
热毒咳血,色鲜红,behave
肝火咳血,咳嗽,behave
肝火咳血,痰中夹血,behave
肝火咳血,烦躁易怒,behave
胃热吐血,腹痛,behave
胃热吐血,恶心,behave
胃热吐血,吐血,behave
胃热吐血,量多，,behave
胃热吐血,色鲜红,behave
肝火吐血, 吐血,behave
肝火吐血,量多,behave
肝火吐血,心烦多怒,behave
肝火吐血,目眩,behave
热经风热青紫血斑,下肢和下半身青紫血斑,behave
热经风热青紫血斑,大小便带血,behave
热经血热青紫血斑,发热,behave
热经血热青紫血斑,皮肤瘀点,behave
热经血热青紫血斑,大小便带血,behave
冷经气虚者紫血斑, 皮肤青紫,behave
冷经气虚者紫血斑,反复发作,behave
冷经气虚者紫血斑,四肢无力,behave
冷经血虚青紫血斑,青紫血斑下肢最多,behave
冷经血虚青紫血斑,反复发作,behave
冷经气虚紫斑,紫斑多发生于下肢,behave
冷经气虚紫斑,妇人多见,behave
冷经气虚紫斑,色紫暗淡,behave
冷经血虚紫斑,头晕,behave
冷经血虚紫斑,心烦,behave
冷经血虚紫斑,全身无力,behave
冷经血虚紫斑,肌肤发热,behave
热经火旺紫斑,发热,behave
热经火旺紫斑,便秘,behave
热经火旺紫斑,口渴,behave
热经火旺紫斑,尿黄,behave
冷经风湿性关节炎,肢体冷痛,behave
冷经风湿性关节炎,肢体麻木,behave
热经风湿性关节炎,关节红肿,behave
热经风湿性关节炎,发烧,behave
热湿互结类风湿,关节红肿,behave
热湿互结类风湿,发烧,behave
热经气滞血瘀美风湿,关节疼痛,behave
热经气滞血瘀美风湿,关节红肿,behave
冷经東湿阻滞类风湿,关节疼痛,behave
冷经東湿阻滞类风湿,肌肉消瘦,behave
热经痿症,肌肉消瘦,behave
热经痿症,骨节活动不便,behave
冷经痿症,气短无力,behave
冷经痿症,面色痿黄,behave
冷经痿症,头晕,behave
冷经痿症,耳鸣,behave
气虚汗症,出汗,behave
气虚汗症,体倦无力,behave
血虚汗症,自行出汗,behave
血虚汗症,面色苍白,behave
血虚汗症,心慌,behave
热毒汗症,发热,behave
热毒汗症,汗出黏稠,behave
热毒汗症,面红,behave
热毒汗症,口苦,behave
热痼疽庭,红肿,behave
热痼疽庭,疼痛,behave
热痼疽庭,化脓,behave
冷病疽症,肿块破溃,behave
冷病疽症,脓液稀少,behave
气血两虚疽症,邪毒不化,behave
气血两虚疽症,局部肿胀,behave
气血两虚疽症,疼痛轻微,behave
嘈杂热心痛,吐酸水,behave
嘈杂热心痛,恶心,behave
嘈杂热心痛,似饿非饿,behave
嘈杂冷心痛,胸口嘈杂,behave
嘈杂冷心痛,似饿非饿,behave
嘈杂冷心痛,食后饱胀,behave
嘈杂血虚痼,嘈杂,behave
嘈杂血虚痼,胸口辣刺,behave
热经燥卵伤肺,头痛,behave
热经燥卵伤肺,怕风,behave
热经燥卵伤肺,怕冷,behave
热经燥卵伤肺,咽喉干燥,behave
热经燥卵伤肺,口渴,behave
热经煤气化火, 头痛,behave
热经煤气化火,怕冷,behave
热经煤气化火,发热,behave
热经煤气化火,无汗,behave
热经燥邪伤胃,发烧,behave
热经燥邪伤胃,咳喘,behave
热经燥邪伤胃,腹痛,behave
冷经燥湿伤肺,无痰,behave
冷经燥湿伤肺,咽喉干燥,behave
冷经燥湿伤肺,咳嗽,behave
冷病内伤血虚发烧,起病慢,behave
冷病内伤血虚发烧,头昏眼花,behave
冷病内伤血虚发烧,发烧,behave
冷热并病内伤气虚发烧,全身无力,behave
冷热并病内伤气虚发烧,发烧,behave
冷热并病内伤气虚发烧,头晕,behave
热病内伤水液发觉,内伤,behave
热病内伤水液发觉,口干,behave
热病内伤水液发觉,发烧,behave
热痞内伤经脉发蛛,胸胁胀闷,behave
热痞内伤经脉发蛛,口苦,behave
热痞内伤经脉发蛛,易怒,behave
热病内伤血瘀发烧,内伤,behave
热病内伤血瘀发烧,发烧,behave
热病内伤血瘀发烧,身背疼痛,behave
热病内伤血瘀发烧,面色萎黄,behave
热病内伤湿毒发烧,口苦,behave
热病内伤湿毒发烧,发烧,behave
热病内伤湿毒发烧,胸闷,behave
热经红白痢,便脓血,behave
热经壽痢,泻痢脓血,behave
热经壽痢,肚痛,behave
冷经下痢,便脓血,behave
冷经下痢,腹痛,behave
冷经下痢,怕冷,behave
小儿痞子,全身出疹子,behave
小儿痞子,咽喉肿痛,behave
冷热并病串串咳,咳嗽,behave
冷热并病串串咳,吐血,behave
热经串串咳,咳嗽,behave
热经串串咳,吐血,behave
串串咳恢复期,咳嗽,behave
热经衬耳癢,耳下肿胀疼痛，发烧,behave
热经衬耳癢,发烧,behave
热经癢書窜耳,耳下浮肿,behave
热经癢書窜耳,发烫,behave
热经癢書窜耳,疼痛,behave
水•痘輕症,水疱,behave
水•痘輕症,红色斑疹,behave
水•痘輕症,丘疹,behave
水痘重型,高烧,behave
水痘重型,水疱混浊,behave
丹毒,怕冷,behave
丹毒,发烧,behave
丹毒,头痛,behave
丹毒,皮肤出现疹子,behave
血虚痹病,干咳,behave
血虚痹病,形体消瘦,behave
血虚痹病,痰中带血,behave
肺、肾两虚痹病,脸红潮热,behave
肺、肾两虚痹病,咳血,behave
肺、肾两虚痹病,失眠,behave
气血两虚肺痹,咳嗽,behave
气血两虚肺痹,潮热,behave
气血两虚肺痹,面色苍白,behave
肺痹胸痛,胸痛,behave
肺痹胸痛,咳嗽,behave
肺痹胸痛,人体消瘦,behave
九子疡早期,全身消瘦,behave
九子疡早期,淋巴结肿大,behave
九子疡中期,串珠增多增大,behave
九子疡中期,皮色暗红,behave
九子疡中期,疼痛,behave
九子疡晚期,脓肿溃烂,behave
蜕虫病,肛门瘙痒,behave
蜕虫病,蛻虫爬动,behave
肠細虫,肚痛,behave
月旦道蛔虫,右上腹剧烈疼痛,behave
月旦道蛔虫,恶心呕吐,behave
